,Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado (Transfermarkt),Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,Duelos ganados %,País de nacimiento,Pasaporte,Pie,Altura,Peso,En prestamo,Acciones defensivas realizadas/90,Duelos defensivos/90,Duelos defensivos ganados %,Duelos aéreos/90,Duelos aéreos ganados %,Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,Tiros a la portería %,Goles hechos %,Asistencias/90,Centros/90,Precisión centros %,Centros desde la banda izquierda/90,Precisión centros desde la banda izquierda %,Centros desde la banda derecha/90,Precisión centros desde la banda derecha %,Centros al área pequeña/90,Regates/90,Regates realizados %,Duelos atacantes/90,Duelos atacantes ganados %,Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos/90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,Precisión pases %,Pases hacia adelante/90,Precisión pases hacia adelante %,Pases hacia atrás/90,Precision pases hacia atrás %,Pases laterales/90,Precisión pases laterales %,Pases cortos / medios/90,Precisión pases cortos / medios %,Pases largos/90,Precisión pases largos %,"Longitud media pases, m","Longitud media pases largos, m",xA/90,Second assists/90,Third assists/90,Desmarques/90,Precisión desmarques %,Jugadas claves/90,Pases en el último tercio/90,Precisión pases en el último tercio %,Pases al área de penalti/90,Pases hacía el área pequeña %,Pases en profundidad/90,Precisión pases en profundidad %,Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,Precisión pases progresivos %,Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas/90,Paradas %,xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Tiros libres/90,Tiros libres directos/90,Tiros libres directos %,Córneres/90,Penaltis a favor,Penaltis realizados %,Competición,Temporada,Pais_Comp,Asistencias/90.1,Duelos aéreos/90.1,Flag,Posición Principal,Fecha_Actualizacion
26,Samu Manchón,Gimnástica Segoviana,Gimnástica Segoviana,"CF, LW, LAMF",29,150000,2026-06-30,15,521,0,0.58,0,0.07,17.1,48.48,Spain,Spain,derecho,170,63,no,7.26,6.74,76.92,2.25,15.38,0.52,0.96,0.17,1.55,2.87,1.04,0,0.0,0,0.0,1.73,0.0,0,0.0,0.1,0,0.0,6,1.04,16.67,0.0,0.0,1.38,12.5,0.35,0.0,1.04,16.67,0.0,2.25,61.54,6.56,34.21,2.42,1.21,0.0,25.05,0.69,1.55,32.13,89.78,3.45,80.0,12.96,98.67,7.6,86.36,30.75,93.26,0.0,0.0,14.72,0.0,0.01,0.0,0.0,0.0,0.0,0.17,1.73,90.0,0.86,0.0,0.0,0.0,0.0,0.17,1.21,85.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.17,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
27,Simón Luca,UD Ourense,UD Ourense,LB,26,150000,2026-06-30,8,640,0,0.05,1,0.21,15.33,44.95,Spain,Spain,izquierdo,184,78,no,7.73,6.61,57.45,1.69,50.0,0.14,0.21,0.28,3.8,5.59,1.97,1,0.14,0,0.0,1.41,0.0,0,0.0,0.01,0,0.0,3,0.42,0.0,0.0,0.14,2.81,25.0,2.81,25.0,0.0,0.0,0.28,1.83,38.46,5.06,36.11,0.84,3.66,0.7,39.38,1.97,0.7,49.64,81.87,15.61,75.68,10.83,93.51,16.45,82.05,42.05,88.96,5.2,51.35,20.96,44.99,0.03,0.0,0.0,0.0,0.0,0.14,5.77,63.41,2.25,31.25,0.0,0.0,0.28,0.56,9.14,67.69,0,,0,,0,0.0,0.0,0.0,,,1.41,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
28,Castri,Real Oviedo Vetusta,Real Oviedo Vetusta,"RAMF, RW",23,150000,2026-06-30,19,886,0,1.14,3,1.95,25.9,36.47,Spain,Spain,derecho,178,70,no,5.59,6.5,53.13,1.73,35.29,0.0,0.0,0.0,2.13,3.09,0.81,2,0.2,0,0.0,4.37,0.0,0,0.0,0.12,0,0.0,22,2.23,40.91,0.0,0.3,3.86,18.42,0.1,0.0,3.76,18.92,0.91,5.59,47.27,15.24,28.0,2.95,3.56,0.61,18.89,2.74,0.91,24.99,64.23,4.57,55.56,6.81,86.57,7.11,54.29,20.01,73.6,1.32,61.54,17.03,16.54,0.2,0.0,0.0,0.1,100.0,0.81,2.03,75.0,2.74,33.33,0.2,50.0,1.32,0.71,3.56,65.71,0,,0,,0,0.0,0.0,0.0,,,0.2,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
29,Josín,Gimnástica Segoviana,Gimnástica Segoviana,"LCB, RCB, CB",28,150000,2026-06-30,18,1578,0,0.3,0,0.0,8.84,59.35,Spain,Spain,derecho,181,79,no,6.84,4.28,72.0,2.51,47.73,0.23,0.33,0.29,3.54,5.11,0.4,2,0.11,1,0.06,0.11,0.0,0,0.0,0.02,0,0.0,4,0.23,25.0,0.0,0.0,0.34,16.67,0.06,0.0,0.29,20.0,0.0,0.0,0.0,0.4,28.57,0.4,0.4,0.0,26.18,0.34,0.29,41.18,86.84,15.51,76.84,2.05,94.44,20.3,94.66,34.85,92.14,5.99,60.0,22.72,36.48,0.0,0.0,0.0,0.0,0.0,0.06,4.96,73.56,0.46,12.5,0.0,0.0,0.0,0.06,7.7,71.11,0,,0,,0,0.0,0.0,0.0,,,1.48,,0.11,0.0,0.0,0.29,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
30,J. Bonilla,Numancia,Numancia,LB,35,125000,2026-06-30,20,1280,2,2.02,2,3.35,12.38,49.43,Spain,Spain,izquierdo,180,74,no,7.59,6.33,56.67,3.09,43.18,0.07,0.1,0.14,3.94,5.73,0.98,4,0.28,0,0.0,1.55,0.14,0,0.0,0.14,0,0.0,12,0.84,33.33,16.667,0.14,3.73,26.42,3.45,28.57,0.28,0.0,0.28,0.7,40.0,1.76,28.0,0.49,0.77,0.07,30.59,1.83,0.49,41.91,72.15,20.25,64.58,5.63,97.5,10.69,77.63,28.83,83.9,9.35,54.14,21.9,28.54,0.24,0.14,0.07,0.0,0.0,0.21,9.42,58.96,3.09,34.09,0.49,42.86,0.35,0.84,12.09,73.26,0,,0,,0,0.0,0.0,0.0,,,0.56,,2.25,0.07,0.0,4.85,2,100.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
31,Isma Cerro,Bergantiños,Bergantiños,"CF, LW",30,100000,2026-06-30,18,945,3,3.6,0,0.26,24.48,30.35,Spain,Spain,derecho,178,73,no,3.81,4.0,64.29,5.33,23.21,0.0,0.0,0.1,1.24,1.59,0.95,1,0.1,0,0.0,1.9,0.29,2,0.19,0.34,0,0.0,29,2.76,37.93,10.345,0.0,1.14,16.67,0.19,50.0,0.86,11.11,0.1,2.19,30.43,10.29,23.15,2.48,0.76,0.19,15.43,2.38,1.14,21.14,67.12,4.67,55.1,5.62,81.36,5.33,57.14,18.76,72.08,1.24,38.46,15.31,16.85,0.02,0.0,0.0,0.19,0.0,0.0,2.57,48.15,2.29,37.5,0.48,0.0,0.57,0.19,2.29,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.19,0.1,0.0,0.1,1,100.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
32,Nacho Pastor,Bergantiños,Bergantiños,"LCB, RCB",26,100000,2026-06-30,22,1823,0,0.66,0,0.0,8.74,57.06,Spain,Spain,derecho,186,80,no,5.09,3.16,56.25,3.46,70.0,0.0,0.0,0.3,3.31,3.99,0.54,1,0.05,0,0.0,0.3,0.0,0,0.0,0.03,0,0.0,6,0.3,66.67,0.0,0.0,0.15,33.33,0.0,0.0,0.1,50.0,0.05,0.05,100.0,0.94,26.32,0.69,1.04,0.15,26.26,0.25,0.2,39.74,87.83,15.5,74.2,2.86,98.28,16.04,97.23,36.04,92.47,3.55,43.06,19.4,33.24,0.0,0.0,0.05,0.0,0.0,0.0,3.9,65.82,0.35,14.29,0.25,40.0,0.0,0.0,5.63,67.54,0,,0,,0,0.0,0.0,0.0,,,1.43,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
33,Rufo,UD Ourense,UD Ourense,CF,39,100000,2026-06-30,10,810,2,2.16,0,0.39,21.22,31.41,Spain,Spain,derecho,182,75,no,2.78,2.33,52.38,3.78,32.35,0.0,0.0,0.22,1.56,2.26,1.0,2,0.22,0,0.0,1.78,0.22,2,0.22,0.24,1,0.11,17,1.89,29.41,11.765,0.0,0.89,37.5,0.44,25.0,0.44,50.0,0.0,1.22,72.73,11.0,29.29,2.89,0.67,0.11,8.0,1.22,1.78,15.78,68.31,4.33,38.46,3.56,93.75,5.0,77.78,13.67,73.98,1.22,27.27,15.67,17.89,0.04,0.0,0.0,0.22,0.0,0.11,1.67,26.67,0.89,50.0,0.22,0.0,0.56,0.33,2.11,42.11,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
34,Hodei Oleaga,Sámano,Sámano,GK,29,100000,2026-06-30,18,1763,0,0.0,0,0.0,0.61,66.67,Spain,Spain,derecho,198,86,no,2.2,0.2,50.0,0.31,83.33,0.0,0.0,0.0,2.09,2.67,0.0,1,0.05,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.46,0.15,18.58,81.04,12.51,75.1,0.0,0.0,5.56,92.66,7.25,97.18,11.33,70.72,40.95,51.39,0.0,0.0,0.0,0.0,0.0,0.0,3.57,62.86,0.31,0.0,0.0,0.0,0.0,0.0,8.73,82.46,39,1.99,111,5.67,1,64.86,37.36,1.91,-1.64,-0.084,0.0,1.53,,,,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
35,Adrián Torre,Langreo,Langreo,GK,36,100000,2026-06-30,26,2530,1,0.5,0,0.0,1.0,85.71,Spain,Spain,derecho,184,82,no,2.03,0.11,66.67,0.68,84.21,0.0,0.0,0.0,1.96,2.42,0.04,3,0.11,0,0.0,0.04,0.04,1,0.04,0.02,0,0.0,2,0.07,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,100.0,0.04,0.0,0.04,20.06,0.53,0.25,33.15,84.12,18.71,74.14,0.04,100.0,13.48,97.36,19.32,97.97,13.84,64.78,33.76,48.43,0.0,0.0,0.0,0.0,0.0,0.0,4.73,47.37,0.32,11.11,0.39,18.18,0.04,0.0,9.21,79.54,31,1.1,127,4.52,7,75.59,30.84,1.1,-0.16,-0.006,0.04,2.21,,,,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
36,C. Pérez,Real Ávila,Real Ávila,"LCMF, LW, RCMF",26,100000,2026-06-30,26,2190,3,2.55,0,1.66,18.78,45.08,Spain,Spain,derecho,186,68,no,5.42,4.97,61.16,1.36,36.36,0.29,0.4,0.08,2.1,2.91,1.03,4,0.16,0,0.0,2.88,0.12,3,0.12,0.1,0,0.0,33,1.36,36.36,9.091,0.0,1.11,22.22,0.58,28.57,0.49,16.67,0.21,3.78,54.35,11.22,39.19,1.4,2.59,0.41,28.68,1.32,1.23,39.74,81.28,12.9,68.79,7.27,93.22,13.89,85.5,34.27,86.81,4.4,52.34,20.06,37.88,0.07,0.16,0.0,0.33,25.0,0.21,7.36,66.48,2.42,42.37,0.9,31.82,0.74,0.25,6.16,78.67,0,,0,,0,0.0,0.0,0.0,,,0.29,,0.78,0.0,0.0,0.66,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
37,Dani Hernández,Salamanca CF UDS,Salamanca CF UDS,"CF, LCMF, AMF",33,100000,2026-06-30,7,459,0,1.0,2,0.55,13.33,38.24,Spain,Spain,derecho,177,71,no,2.94,4.71,33.33,1.18,16.67,0.2,0.26,0.0,1.18,1.58,1.18,1,0.2,0,0.0,1.18,0.0,0,0.0,0.2,0,0.0,12,2.35,8.33,0.0,0.39,0.98,40.0,0.39,50.0,0.59,33.33,0.2,0.98,40.0,5.69,44.83,2.16,0.78,0.2,24.71,1.18,1.57,33.14,84.02,8.82,84.44,6.27,93.75,13.33,85.29,29.61,86.75,2.75,64.29,19.15,28.65,0.11,0.0,0.0,0.39,50.0,0.98,4.9,76.0,2.35,50.0,0.78,25.0,0.78,0.39,4.12,90.48,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.37,0.59,0.0,2.35,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
38,Jesús del Amo,Real Ávila,Real Ávila,LCB,26,100000,2026-06-30,20,1845,0,0.06,0,0.63,11.76,61.0,Spain,Spain,izquierdo,185,79,no,6.54,4.78,72.45,4.0,52.44,0.05,0.07,0.39,3.02,4.34,0.83,5,0.24,0,0.0,0.34,0.0,0,0.0,0.0,0,0.0,2,0.1,0.0,0.0,0.0,0.39,50.0,0.24,20.0,0.15,100.0,0.0,0.15,100.0,0.93,57.89,0.29,1.71,0.0,28.39,0.34,0.59,42.98,82.41,19.27,68.86,4.15,94.12,16.68,95.61,34.05,90.97,8.54,49.71,25.12,42.1,0.03,0.0,0.0,0.0,0.0,0.1,6.05,54.84,0.88,27.78,0.44,33.33,0.1,0.15,9.41,64.77,0,,0,,0,0.0,0.0,0.0,,,3.02,,0.05,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
39,Christian Delgado,Numancia,Numancia,"RCMF, AMF",24,100000,2026-06-30,23,1726,2,0.55,0,0.46,21.27,43.63,Spain,Spain,derecho,176,75,no,9.65,9.54,53.55,3.13,40.0,0.94,1.32,0.16,3.6,5.06,1.88,4,0.21,1,0.05,1.04,0.1,2,0.1,0.03,1,0.05,10,0.52,30.0,20.0,0.0,0.83,43.75,0.0,0.0,0.78,46.67,0.05,1.1,47.62,5.89,34.51,0.42,1.46,0.1,24.66,0.47,0.78,38.79,83.47,12.67,72.02,7.87,94.7,12.15,90.99,35.3,87.0,2.76,50.94,18.27,28.73,0.02,0.0,0.0,0.0,0.0,0.16,6.21,73.95,1.46,50.0,0.16,33.33,0.37,0.26,4.59,87.5,0,,0,,0,0.0,0.0,0.0,,,0.99,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
40,C. Gutiérrez,Numancia,Numancia,RCB,34,100000,2026-06-30,15,964,1,0.32,0,0.24,10.92,69.23,Spain,Spain,derecho,192,82,no,7.19,4.29,76.09,4.11,65.91,0.28,0.39,0.56,3.64,5.02,0.65,3,0.28,0,0.0,0.09,0.09,1,0.09,0.03,1,0.09,3,0.28,33.33,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,36.36,0.37,0.47,0.0,30.81,0.37,0.09,48.36,82.05,21.75,65.67,3.17,94.12,20.45,96.8,40.43,88.45,7.94,49.41,22.87,35.75,0.02,0.0,0.0,0.0,0.0,0.09,8.96,54.17,0.75,37.5,0.47,40.0,0.28,0.0,10.08,71.3,0,,0,,0,0.0,0.0,0.0,,,2.33,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
41,Iván Martínez,Numancia,Numancia,GK,29,100000,2026-06-30,14,1365,0,0.0,0,0.0,0.53,75.0,Spain,Spain,derecho,186,77,no,1.98,0.0,0.0,0.13,100.0,0.0,0.0,0.0,1.98,2.56,0.0,1,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,75.0,0.0,0.0,0.0,12.0,0.2,0.26,20.57,81.73,12.13,72.28,0.0,0.0,8.18,95.97,11.41,97.69,9.16,61.87,33.67,47.59,0.0,0.0,0.0,0.0,0.0,0.0,2.18,45.45,0.2,0.0,0.13,0.0,0.0,0.0,6.13,74.19,12,0.79,43,2.84,4,72.09,10.71,0.71,-1.29,-0.085,0.0,1.05,,,,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
42,Chupo,Gimnástica Segoviana,Gimnástica Segoviana,"LB, LCB",35,100000,2026-06-30,17,1460,0,0.59,0,1.81,12.21,58.08,Spain,Spain,izquierdo,175,69,no,8.45,5.55,71.11,2.47,50.0,0.43,0.62,0.18,4.07,5.82,0.62,2,0.12,0,0.0,1.05,0.0,0,0.0,0.04,0,0.0,14,0.86,14.29,0.0,0.0,1.85,33.33,1.73,35.71,0.12,0.0,0.06,0.55,55.56,2.28,45.95,0.86,1.11,0.0,28.97,1.11,0.99,44.45,73.37,24.1,66.24,4.25,86.96,9.55,79.35,35.2,82.31,7.71,39.2,20.68,40.18,0.11,0.0,0.0,0.18,0.0,0.25,8.94,62.07,2.84,45.65,0.68,27.27,0.86,0.74,12.02,68.21,0,,0,,0,0.0,0.0,0.0,,,0.18,,0.62,0.12,50.0,0.92,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
43,Manu Olmedilla,Gimnástica Segoviana,Gimnástica Segoviana,"DMF, RCMF, RDMF",36,100000,2026-06-30,14,957,0,0.72,0,0.0,13.64,53.79,Spain,Spain,derecho,173,67,no,10.63,8.84,61.7,1.03,36.36,0.09,0.13,0.47,5.08,7.14,1.41,3,0.28,1,0.09,0.38,0.0,0,0.0,0.07,0,0.0,9,0.85,22.22,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.09,100.0,1.97,47.62,0.47,0.56,0.0,25.2,0.19,0.28,42.41,82.93,17.49,72.04,4.7,94.0,14.29,92.76,38.09,86.42,4.23,53.33,16.96,25.44,0.0,0.0,0.09,0.19,50.0,0.0,7.43,73.42,0.66,57.14,0.19,0.0,0.38,0.0,8.37,74.16,0,,0,,0,0.0,0.0,0.0,,,0.47,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
44,Josep Jaume,Gimnástica Segoviana,Gimnástica Segoviana,LCB,25,100000,2026-06-30,12,829,2,0.51,0,0.0,12.48,66.09,Spain,Spain,izquierdo,181,70,no,9.12,5.65,73.08,3.04,75.0,0.98,1.48,0.22,4.02,6.07,0.98,3,0.33,0,0.0,0.65,0.22,2,0.22,0.06,2,0.22,7,0.76,28.57,28.571,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.65,66.67,1.74,50.0,0.98,1.74,0.0,34.31,0.54,0.98,51.35,81.18,24.32,68.3,1.85,94.12,22.36,94.17,38.54,92.39,12.59,48.28,25.27,42.42,0.0,0.0,0.0,0.0,0.0,0.0,8.79,48.15,2.06,10.53,1.63,20.0,0.22,0.0,10.86,69.0,0,,0,,0,0.0,0.0,0.0,,,1.41,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
45,Miguel Narváez,Real Oviedo Vetusta,Real Oviedo Vetusta,GK,24,100000,2027-06-30,27,2636,0,0.0,0,0.0,0.58,88.24,Spain,Spain,derecho,188,79,no,1.57,0.03,0.0,0.44,92.31,0.0,0.0,0.0,1.57,2.21,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,18.16,0.48,0.17,29.5,90.16,13.86,82.27,0.0,0.0,14.48,97.17,20.93,97.72,8.47,72.18,28.61,46.15,0.0,0.0,0.0,0.0,0.0,0.03,1.4,41.46,0.14,0.0,0.14,0.0,0.0,0.0,5.57,69.94,26,0.89,99,3.38,8,73.74,25.66,0.88,-0.34,-0.012,0.0,1.84,,,,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
46,Marcos Bravo,Marino de Luanco,Marino de Luanco,"RW, CF",25,100000,2026-06-30,23,1484,3,3.18,2,3.32,19.95,42.55,Spain,Spain,izquierdo,180,74,no,5.64,4.91,64.2,0.67,27.27,0.18,0.24,0.12,2.3,3.06,0.97,2,0.12,0,0.0,5.15,0.18,3,0.18,0.19,0,0.0,37,2.24,32.43,8.108,0.12,3.27,27.78,1.52,28.0,1.76,27.59,0.42,6.61,50.46,12.86,35.85,2.06,3.27,0.67,16.86,2.06,1.58,22.26,62.13,6.37,49.52,4.0,84.85,7.22,62.18,17.35,69.93,1.7,46.43,18.31,17.32,0.2,0.0,0.0,0.24,75.0,0.3,1.94,56.25,3.7,39.34,0.24,50.0,1.15,0.91,4.49,71.62,0,,0,,0,0.0,0.0,0.0,,,0.12,,1.46,0.06,0.0,2.67,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
47,Borja Álvarez,Marino de Luanco,Marino de Luanco,"RB, CB",32,100000,2026-06-30,25,2232,0,1.86,0,1.01,10.73,56.77,Spain,Spain,derecho,180,71,no,7.34,5.77,59.44,2.18,50.0,0.0,0.0,0.32,3.91,4.83,0.69,6,0.24,0,0.0,0.69,0.0,0,0.0,0.08,0,0.0,13,0.52,15.38,0.0,0.0,1.17,41.38,0.0,0.0,1.17,41.38,0.04,0.2,60.0,1.05,50.0,0.89,0.77,0.2,19.23,1.33,0.85,30.52,72.92,15.56,61.4,2.9,94.44,9.23,82.97,21.49,80.3,7.9,57.65,22.65,34.94,0.04,0.04,0.04,0.0,0.0,0.2,4.68,50.0,1.53,39.47,0.32,25.0,0.4,0.4,8.19,67.0,0,,0,,0,0.0,0.0,0.0,,,1.25,,0.04,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
48,Álvaro Naveira,Coruxo,Coruxo,LB,29,100000,2026-06-30,7,640,0,0.12,1,0.86,14.34,52.94,Spain,Spain,izquierdo,0,0,no,9.7,8.3,55.93,2.11,60.0,0.28,0.33,0.28,4.78,5.67,1.13,4,0.56,0,0.0,0.56,0.0,0,0.0,0.02,0,0.0,2,0.28,0.0,0.0,0.14,2.11,6.67,1.83,0.0,0.28,50.0,0.28,0.7,60.0,2.39,41.18,0.56,1.41,0.0,17.86,3.09,0.7,29.53,69.05,14.34,57.84,3.8,100.0,7.31,76.92,22.36,80.5,5.06,44.44,21.13,33.05,0.12,0.0,0.0,0.0,0.0,0.42,4.5,59.38,1.97,21.43,0.14,0.0,0.56,0.14,7.73,63.64,0,,0,,0,0.0,0.0,0.0,,,0.28,,0.7,0.0,0.0,1.13,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
49,Guille Pinín,Coruxo,Coruxo,"RCMF, AMF, RW",28,100000,2026-06-30,10,852,0,0.07,0,0.24,9.93,56.38,Spain,Spain,derecho,174,67,no,6.65,4.33,75.61,0.32,33.33,0.11,0.13,0.0,3.27,4.13,0.74,0,0.0,0,0.0,0.42,0.0,0,0.0,0.01,0,0.0,2,0.21,0.0,0.0,0.0,0.42,75.0,0.11,100.0,0.32,66.67,0.0,0.42,25.0,4.23,42.5,0.32,1.9,0.0,20.6,0.42,1.69,32.22,81.97,10.99,66.35,5.7,96.3,10.46,86.87,29.89,85.16,1.9,33.33,18.04,22.09,0.03,0.11,0.0,0.11,0.0,0.21,7.39,77.14,0.53,60.0,0.11,0.0,0.11,0.21,5.18,83.67,0,,0,,0,0.0,0.0,0.0,,,0.32,,0.32,0.0,0.0,2.22,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
50,David Añón,Coruxo,Coruxo,"CF, LW, AMF",37,100000,2026-06-30,10,640,1,1.09,1,0.83,19.83,37.59,Spain,Spain,derecho,172,73,no,4.22,4.36,61.29,2.67,21.05,0.0,0.0,0.0,1.55,1.92,1.27,1,0.14,1,0.14,2.25,0.14,1,0.14,0.15,1,0.14,8,1.13,37.5,12.5,0.14,2.25,25.0,0.84,0.0,1.41,40.0,0.28,1.41,60.0,9.84,32.86,2.11,0.84,0.0,15.19,0.7,2.11,30.09,70.56,8.02,56.14,8.72,90.32,8.72,70.97,25.45,75.69,2.53,55.56,18.02,25.62,0.12,0.0,0.0,0.7,60.0,0.42,4.64,54.55,3.09,40.91,0.98,42.86,0.84,0.7,3.52,68.0,0,,0,,0,0.0,0.0,0.0,,,0.14,,0.56,0.0,0.0,0.14,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
51,D. Fernández,Salamanca CF UDS,Salamanca CF UDS,"LW, LAMF",26,100000,2027-06-30,2,97,2,0.77,0,0.0,,,Spain,Spain,derecho,178,70,no,,,,,,,0.0,,,1.11,,0,,0,,,,2,,,0,,6,,,33.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37,31.99,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
